timestamp_min,service,latency_ms,request_volume,error_rate_pct
243,payments-service,1224.5,466,18.35
246,payments-service,1156.3,504,18.36
249,payments-service,1141.7,431,18.41
252,payments-service,1204.0,494,18.3
255,payments-service,1079.1,487,18.32
258,payments-service,1209.5,454,18.37
261,payments-service,1102.9,491,18.38
264,payments-service,1101.1,471,18.43
267,payments-service,1145.2,462,18.46
270,payments-service,1160.8,476,18.38
273,payments-service,1211.4,498,18.46
276,payments-service,1144.5,505,18.46
279,payments-service,1100.6,464,18.42
282,payments-service,1229.0,531,18.35
285,payments-service,1110.0,467,18.42
288,payments-service,1194.0,471,18.37
291,payments-service,1144.7,467,18.37
294,payments-service,1257.0,442,18.5
297,payments-service,1129.6,450,18.4
300,payments-service,1224.8,445,18.29
303,payments-service,1183.0,424,18.37
306,payments-service,1138.1,445,18.32
309,payments-service,1192.8,557,18.43
312,payments-service,1092.0,467,18.45
315,payments-service,1152.0,502,18.44
318,payments-service,1132.0,484,18.31
321,payments-service,1107.1,462,18.3
324,payments-service,1176.9,443,18.4
327,payments-service,1198.7,452,18.36
330,payments-service,1138.8,417,18.35
333,payments-service,1141.8,410,18.37
336,payments-service,1098.9,476,18.39
339,payments-service,1202.0,490,18.29
342,payments-service,1241.0,464,18.39
345,payments-service,1226.8,451,18.45
348,payments-service,1201.6,454,18.47
351,payments-service,1176.7,405,18.31
354,payments-service,1227.4,407,18.37
357,payments-service,1195.0,529,18.41
360,payments-service,1199.0,436,18.41
0,profile-service,52.2,548,0.19
3,profile-service,49.4,503,0.22
6,profile-service,57.1,576,0.25
9,profile-service,55.1,543,0.18
12,profile-service,55.3,510,0.21
15,profile-service,53.6,513,0.16
18,profile-service,48.0,582,0.2
21,profile-service,55.6,550,0.26
24,profile-service,57.9,544,0.23
27,profile-service,53.1,525,0.15
30,profile-service,55.0,583,0.2
33,profile-service,56.4,515,0.25
36,profile-service,58.1,585,0.2
39,profile-service,57.6,536,0.14
42,profile-service,51.4,590,0.26
45,profile-service,54.9,562,0.18
48,profile-service,58.0,603,0.25
51,profile-service,53.4,547,0.29
54,profile-service,58.6,574,0.18
57,profile-service,53.9,515,0.26
60,profile-service,61.6,554,0.21
63,profile-service,59.1,625,0.26
66,profile-service,52.5,508,0.29
69,profile-service,32.2,554,0.16
72,profile-service,86.6,575,0.23
75,profile-service,42.3,505,0.31
78,profile-service,115.5,576,0.46
81,profile-service,96.4,545,0.52
84,profile-service,99.5,555,0.58
87,profile-service,92.6,511,0.81
90,profile-service,129.0,592,0.9
93,profile-service,89.7,477,1.12
96,profile-service,134.4,536,1.19
99,profile-service,160.2,537,1.49
102,profile-service,154.2,551,1.72
105,profile-service,191.0,525,1.94
108,profile-service,174.7,505,2.18
111,profile-service,216.5,483,2.47
114,profile-service,168.8,527,2.75
117,profile-service,224.4,494,2.92
120,profile-service,232.7,533,3.39
123,profile-service,209.6,465,3.72
126,profile-service,330.1,524,4.03
129,profile-service,233.0,472,4.35
132,profile-service,268.0,513,4.8
135,profile-service,348.9,430,5.19
138,profile-service,350.0,507,5.55
141,profile-service,319.6,525,5.88
144,profile-service,314.2,467,6.42
147,profile-service,350.0,508,6.77
150,profile-service,373.1,459,7.19
153,profile-service,364.7,507,7.55
156,profile-service,457.2,483,8.22
159,profile-service,479.0,422,8.71
162,profile-service,461.6,534,9.2
165,profile-service,455.1,438,9.68
168,profile-service,505.1,428,10.24
171,profile-service,532.3,474,10.73
174,profile-service,494.3,467,11.32
177,profile-service,513.8,422,11.85
180,profile-service,581.1,480,12.49
183,profile-service,603.5,444,12.97
186,profile-service,580.4,413,13.59
189,profile-service,656.8,460,14.26
192,profile-service,682.9,365,14.87
195,profile-service,664.0,414,15.54
198,profile-service,674.6,376,16.23
201,profile-service,732.2,472,16.8
204,profile-service,735.1,368,17.55
207,profile-service,797.1,383,18.13
210,profile-service,699.8,418,18.24
213,profile-service,707.2,406,18.32
216,profile-service,764.7,380,18.1
219,profile-service,761.2,438,18.21
222,profile-service,711.9,430,18.25
225,profile-service,679.5,456,18.28
228,profile-service,730.2,475,18.26
231,profile-service,764.2,427,18.18
234,profile-service,725.1,446,18.26
237,profile-service,779.0,391,18.23
240,profile-service,741.8,430,18.14
243,profile-service,692.0,351,18.13
246,profile-service,737.7,418,18.18
249,profile-service,707.5,389,18.14
252,profile-service,760.3,387,18.26
255,profile-service,732.7,405,18.26
258,profile-service,763.6,449,18.23
261,profile-service,746.4,458,18.19
264,profile-service,741.9,399,18.22
267,profile-service,775.9,373,18.26
270,profile-service,719.9,399,18.23
273,profile-service,728.2,445,18.25
276,profile-service,821.1,386,18.19
279,profile-service,770.8,408,18.15
282,profile-service,778.8,369,18.28
285,profile-service,711.6,370,18.15
288,profile-service,755.6,337,18.2
291,profile-service,738.4,390,18.24
294,profile-service,725.3,426,18.19
297,profile-service,724.0,396,18.17
300,profile-service,758.5,419,18.2
303,profile-service,782.8,391,18.18
306,profile-service,715.9,395,18.22
309,profile-service,745.1,423,18.26
312,profile-service,714.0,423,18.24
315,profile-service,751.7,430,18.19
318,profile-service,746.7,373,18.3
321,profile-service,748.1,406,18.18
324,profile-service,775.1,385,18.12
327,profile-service,727.8,384,18.31
330,profile-service,712.3,428,18.19
333,profile-service,764.1,382,18.23
336,profile-service,802.2,422,18.23
339,profile-service,765.1,401,18.27
342,profile-service,754.2,406,18.17
345,profile-service,760.0,385,18.26
348,profile-service,723.0,335,18.22
351,profile-service,785.5,389,18.24
354,profile-service,741.1,416,18.29
357,profile-service,709.9,393,18.22
360,profile-service,714.8,431,18.2
0,chat-support,65.3,1073,0.38
3,chat-support,60.2,1088,0.33
6,chat-support,61.9,1272,0.45
9,chat-support,70.4,1216,0.39
12,chat-support,66.6,1159,0.34
15,chat-support,60.5,1205,0.33
18,chat-support,65.8,1191,0.43
21,chat-support,66.4,1084,0.42
24,chat-support,64.5,1097,0.3
27,chat-support,66.8,1064,0.31
30,chat-support,71.8,1084,0.37
33,chat-support,65.3,1158,0.34
36,chat-support,62.2,1200,0.38
39,chat-support,64.9,1029,0.37
42,chat-support,68.3,1111,0.35
45,chat-support,66.5,1188,0.41
48,chat-support,62.8,1197,0.48
51,chat-support,69.6,1063,0.54
54,chat-support,59.8,1083,0.41
57,chat-support,64.6,1174,0.46
60,chat-support,68.6,1102,0.4
63,chat-support,68.9,1214,0.45
66,chat-support,68.2,1194,0.37
69,chat-support,59.9,1178,0.37
72,chat-support,43.1,1131,0.38
75,chat-support,98.9,1152,0.45
78,chat-support,26.8,1192,0.54
81,chat-support,115.1,1101,0.54
84,chat-support,76.5,1131,0.59
87,chat-support,108.4,1114,0.74
90,chat-support,120.6,1120,0.92
93,chat-support,114.3,1131,1.02
96,chat-support,72.0,1060,1.17
99,chat-support,179.3,1122,1.43
102,chat-support,162.0,1216,1.62
105,chat-support,128.2,1128,1.79
108,chat-support,152.0,1012,2.1
111,chat-support,209.5,1163,2.29
114,chat-support,254.3,1071,2.67
117,chat-support,191.3,1098,2.88
120,chat-support,270.1,1108,3.2
123,chat-support,278.2,1051,3.42
126,chat-support,354.4,1121,3.76
129,chat-support,228.1,1054,4.15
132,chat-support,276.7,1053,4.46
135,chat-support,276.6,966,4.8
138,chat-support,362.9,1011,5.17
141,chat-support,317.1,1049,5.58
144,chat-support,374.2,1063,6.1
147,chat-support,389.4,1066,6.4
150,chat-support,421.2,1051,6.92
153,chat-support,375.0,1024,7.35
156,chat-support,440.9,998,7.86
159,chat-support,479.0,1071,8.34
162,chat-support,496.7,1010,8.82
165,chat-support,466.3,944,9.34
168,chat-support,496.9,940,9.82
171,chat-support,596.1,967,10.35
174,chat-support,509.2,904,10.85
177,chat-support,552.8,919,11.38
180,chat-support,543.9,971,11.96
183,chat-support,629.4,966,12.57
186,chat-support,609.6,949,13.17
189,chat-support,645.5,914,13.73
192,chat-support,693.4,962,14.38
195,chat-support,727.7,800,14.97
198,chat-support,676.7,893,15.66
201,chat-support,743.1,995,16.26
204,chat-support,707.5,833,16.92
207,chat-support,786.0,893,17.55
210,chat-support,816.9,830,18.31
213,chat-support,819.9,949,18.41
216,chat-support,801.7,870,18.35
219,chat-support,786.6,915,18.44
222,chat-support,807.1,978,18.35
225,chat-support,797.8,951,18.4
228,chat-support,807.6,800,18.35
231,chat-support,806.8,914,18.35
234,chat-support,803.2,752,18.35
237,chat-support,751.3,894,18.41
240,chat-support,782.4,896,18.32
243,chat-support,796.8,832,18.4
246,chat-support,818.9,883,18.44
249,chat-support,822.9,881,18.41
252,chat-support,735.0,976,18.35
255,chat-support,790.4,789,18.48
258,chat-support,779.4,817,18.42
261,chat-support,818.0,820,18.46
264,chat-support,781.7,861,18.4
267,chat-support,804.8,866,18.49
270,chat-support,820.4,812,18.34
273,chat-support,754.8,855,18.41
276,chat-support,791.5,971,18.43
279,chat-support,827.2,854,18.37
282,chat-support,840.3,833,18.39
285,chat-support,817.6,879,18.36
288,chat-support,839.2,728,18.46
291,chat-support,754.7,825,18.46
294,chat-support,809.5,769,18.45
297,chat-support,761.3,884,18.42
300,chat-support,845.7,899,18.47
303,chat-support,807.1,915,18.45
306,chat-support,863.2,872,18.39
309,chat-support,778.0,770,18.5
312,chat-support,778.3,873,18.43
315,chat-support,848.0,836,18.44
318,chat-support,817.7,954,18.42
321,chat-support,809.0,907,18.37
324,chat-support,858.9,946,18.36
327,chat-support,757.4,801,18.38
330,chat-support,759.0,874,18.25
333,chat-support,856.1,795,18.25
336,chat-support,827.0,841,18.41
339,chat-support,863.2,900,18.33
342,chat-support,772.3,864,18.38
345,chat-support,850.8,852,18.32
348,chat-support,827.4,868,18.36
351,chat-support,783.2,836,18.36
354,chat-support,759.4,879,18.36
357,chat-support,819.5,952,18.33
360,chat-support,805.6,901,18.44
0,recommendation-engine,105.8,520,0.53
3,recommendation-engine,100.6,530,0.48
6,recommendation-engine,102.3,517,0.5
9,recommendation-engine,101.3,489,0.34
12,recommendation-engine,100.0,521,0.46
15,recommendation-engine,98.1,460,0.48
18,recommendation-engine,107.3,480,0.48
21,recommendation-engine,99.2,495,0.53
24,recommendation-engine,93.7,485,0.46
27,recommendation-engine,97.1,524,0.4
30,recommendation-engine,94.9,503,0.51
33,recommendation-engine,108.7,538,0.54
36,recommendation-engine,99.1,471,0.47
39,recommendation-engine,104.8,543,0.46
42,recommendation-engine,107.1,462,0.51
45,recommendation-engine,104.5,488,0.49
48,recommendation-engine,108.3,513,0.53
51,recommendation-engine,101.9,482,0.46
54,recommendation-engine,94.3,509,0.49
57,recommendation-engine,102.3,519,0.49
60,recommendation-engine,104.5,500,0.58
63,recommendation-engine,99.1,531,0.54
66,recommendation-engine,95.7,448,0.44
69,recommendation-engine,96.7,512,0.58
72,recommendation-engine,53.4,452,0.51
75,recommendation-engine,116.1,512,0.65
78,recommendation-engine,112.9,499,0.54
81,recommendation-engine,160.0,510,0.73
84,recommendation-engine,170.4,484,0.8
87,recommendation-engine,138.2,487,0.92
90,recommendation-engine,117.7,452,1.03
93,recommendation-engine,229.6,488,1.2
96,recommendation-engine,255.3,484,1.41
99,recommendation-engine,169.6,463,1.52
102,recommendation-engine,191.3,471,1.74
105,recommendation-engine,252.9,460,1.97
108,recommendation-engine,251.4,483,2.28
111,recommendation-engine,228.5,504,2.6
114,recommendation-engine,326.0,469,2.81
117,recommendation-engine,291.7,494,3.09
120,recommendation-engine,273.2,491,3.32
123,recommendation-engine,334.5,446,3.62
126,recommendation-engine,331.1,477,3.99
129,recommendation-engine,382.3,430,4.3
132,recommendation-engine,418.0,439,4.7
135,recommendation-engine,396.0,495,5.02
138,recommendation-engine,411.7,446,5.45
141,recommendation-engine,429.2,451,5.86
144,recommendation-engine,464.1,412,6.24
147,recommendation-engine,463.2,450,6.63
150,recommendation-engine,573.9,445,7.11
153,recommendation-engine,591.0,391,7.63
156,recommendation-engine,608.0,452,8.05
159,recommendation-engine,628.0,393,8.55
162,recommendation-engine,616.6,477,8.91
165,recommendation-engine,679.9,436,9.49
168,recommendation-engine,694.4,424,9.98
171,recommendation-engine,649.9,455,10.64
174,recommendation-engine,677.2,418,11.05
177,recommendation-engine,787.2,384,11.63
180,recommendation-engine,732.2,397,12.21
183,recommendation-engine,835.0,440,12.79
186,recommendation-engine,813.6,379,13.32
189,recommendation-engine,846.3,411,14.03
192,recommendation-engine,985.2,363,14.57
195,recommendation-engine,841.1,365,15.22
198,recommendation-engine,917.2,463,15.87
201,recommendation-engine,939.4,363,16.53
204,recommendation-engine,956.0,395,17.22
207,recommendation-engine,952.8,389,17.84
210,recommendation-engine,1025.1,399,18.5
213,recommendation-engine,1053.5,329,18.49
216,recommendation-engine,1032.6,395,18.5
219,recommendation-engine,1077.8,378,18.48
222,recommendation-engine,1096.4,383,18.51
225,recommendation-engine,999.1,341,18.46
228,recommendation-engine,965.8,373,18.44
231,recommendation-engine,986.1,410,18.55
234,recommendation-engine,1089.3,397,18.57
237,recommendation-engine,1037.0,405,18.56
240,recommendation-engine,1049.5,346,18.43
243,recommendation-engine,1011.3,402,18.49
246,recommendation-engine,1038.0,370,18.4
249,recommendation-engine,1078.9,399,18.56
252,recommendation-engine,1056.1,368,18.45
255,recommendation-engine,1035.4,360,18.52
258,recommendation-engine,982.4,435,18.53
261,recommendation-engine,1005.9,347,18.53
264,recommendation-engine,1021.5,413,18.54
267,recommendation-engine,1006.8,384,18.47
270,recommendation-engine,951.9,387,18.53
273,recommendation-engine,1029.3,401,18.49
276,recommendation-engine,1061.2,377,18.48
279,recommendation-engine,1054.4,376,18.45
282,recommendation-engine,962.5,395,18.45
285,recommendation-engine,1025.0,419,18.54
288,recommendation-engine,1055.1,371,18.44
291,recommendation-engine,1074.4,374,18.35
294,recommendation-engine,1001.2,398,18.52
297,recommendation-engine,1100.6,384,18.49
300,recommendation-engine,961.0,367,18.53
303,recommendation-engine,1049.7,383,18.54
306,recommendation-engine,993.0,368,18.51
309,recommendation-engine,938.5,411,18.5
312,recommendation-engine,1011.4,363,18.54
315,recommendation-engine,927.5,352,18.47
318,recommendation-engine,1005.0,345,18.52
321,recommendation-engine,1020.2,354,18.53
324,recommendation-engine,1063.9,340,18.52
327,recommendation-engine,1018.0,375,18.51
330,recommendation-engine,1004.5,384,18.48
333,recommendation-engine,984.8,377,18.58
336,recommendation-engine,982.9,395,18.46
339,recommendation-engine,1016.1,398,18.48
342,recommendation-engine,1062.1,394,18.55
345,recommendation-engine,1057.3,393,18.51
348,recommendation-engine,1045.5,402,18.43
351,recommendation-engine,1033.6,410,18.5
354,recommendation-engine,1073.1,396,18.45
357,recommendation-engine,1077.7,398,18.46
360,recommendation-engine,993.4,408,18.55
0,checkout-service,141.1,968,0.0
3,checkout-service,135.6,1102,0.19
6,checkout-service,144.3,1108,0.15
9,checkout-service,140.8,985,0.12
12,checkout-service,141.8,1210,0.07
15,checkout-service,150.6,1017,0.18
18,checkout-service,141.1,1137,0.14
21,checkout-service,145.7,1097,0.07
24,checkout-service,350.6,1088,0.16
27,checkout-service,366.1,1062,0.17
30,checkout-service,141.3,1083,0.09
33,checkout-service,143.3,1131,0.12
36,checkout-service,128.7,1167,0.13
39,checkout-service,148.3,1094,0.09
42,checkout-service,156.3,1033,0.02
45,checkout-service,156.8,1105,0.08
48,checkout-service,135.1,982,0.2
51,checkout-service,145.9,1119,0.14
54,checkout-service,132.3,1117,0.16
57,checkout-service,121.5,1124,0.14
60,checkout-service,140.9,1043,0.09
63,checkout-service,136.2,1111,0.08
66,checkout-service,146.4,1063,0.08
69,checkout-service,149.8,1083,0.13
72,checkout-service,129.1,1175,0.03
75,checkout-service,140.8,1079,0.07
78,checkout-service,137.7,1159,0.19
81,checkout-service,138.0,1072,0.01
84,checkout-service,75.8,1041,0.12
87,checkout-service,282.0,1208,0.19
90,checkout-service,117.5,1077,0.25
93,checkout-service,247.4,980,0.26
96,checkout-service,182.5,1076,0.52
99,checkout-service,344.9,1178,0.54
102,checkout-service,77.0,1027,0.68
105,checkout-service,380.7,1009,0.81
108,checkout-service,225.2,1095,0.86
111,checkout-service,489.4,983,1.15
114,checkout-service,422.7,1079,1.37
117,checkout-service,377.6,1123,1.59
120,checkout-service,409.4,1000,1.8
123,checkout-service,349.1,1042,2.06
126,checkout-service,544.4,987,2.36
129,checkout-service,666.9,1051,2.66
132,checkout-service,459.0,1074,3.01
135,checkout-service,767.0,1072,3.33
138,checkout-service,571.3,1019,3.52
141,checkout-service,662.7,1019,3.9
144,checkout-service,669.3,1074,4.25
147,checkout-service,589.7,981,4.64
150,checkout-service,649.3,1023,5.17
153,checkout-service,769.3,980,5.4
156,checkout-service,761.2,972,5.85
159,checkout-service,872.7,1001,6.26
162,checkout-service,863.8,1002,6.73
165,checkout-service,1106.3,1040,7.05
168,checkout-service,1162.0,1015,7.66
171,checkout-service,1148.5,989,8.03
174,checkout-service,1043.5,894,8.57
177,checkout-service,1200.9,1017,9.13
180,checkout-service,1222.8,898,9.61
183,checkout-service,1230.4,969,10.03
186,checkout-service,1153.8,902,10.6
189,checkout-service,1408.2,785,11.13
192,checkout-service,1519.3,986,11.79
195,checkout-service,1434.6,912,12.34
198,checkout-service,1495.2,862,12.95
201,checkout-service,1543.6,845,13.44
204,checkout-service,1629.6,865,14.18
207,checkout-service,1605.7,826,14.76
210,checkout-service,1691.8,827,15.35
213,checkout-service,1650.2,807,16.1
216,checkout-service,1832.4,823,16.78
219,checkout-service,1921.4,788,17.42
222,checkout-service,1907.2,836,18.06
225,checkout-service,1903.5,750,18.11
228,checkout-service,1847.6,838,18.12
231,checkout-service,1927.0,868,18.09
234,checkout-service,1864.9,849,18.1
237,checkout-service,1934.4,777,18.04
240,checkout-service,1913.8,748,18.17
243,checkout-service,1801.2,702,18.03
246,checkout-service,2161.8,754,18.09
249,checkout-service,1923.9,879,18.15
252,checkout-service,2020.0,870,18.03
255,checkout-service,1900.8,820,18.04
258,checkout-service,1947.3,818,18.17
261,checkout-service,2064.9,890,18.16
264,checkout-service,1861.3,844,18.04
267,checkout-service,1999.1,821,18.09
270,checkout-service,1933.0,879,18.1
273,checkout-service,1924.2,773,18.09
276,checkout-service,1987.6,825,18.08
279,checkout-service,1876.7,711,18.12
282,checkout-service,1830.9,827,18.15
285,checkout-service,1875.2,901,18.03
288,checkout-service,1992.0,779,18.1
291,checkout-service,1892.1,810,18.07
294,checkout-service,1993.1,786,18.14
297,checkout-service,2169.6,849,18.04
300,checkout-service,1869.9,795,18.02
303,checkout-service,1943.1,733,18.1
306,checkout-service,1874.9,851,18.11
309,checkout-service,2012.4,807,18.1
312,checkout-service,1984.7,726,18.15
315,checkout-service,2035.2,828,18.07
318,checkout-service,2063.8,778,18.02
321,checkout-service,2047.5,905,18.15
324,checkout-service,1915.0,792,18.09
327,checkout-service,1920.7,754,18.22
330,checkout-service,1911.5,751,18.15
333,checkout-service,2047.0,837,18.08
336,checkout-service,1885.6,796,18.14
339,checkout-service,1968.9,860,18.08
342,checkout-service,1992.4,839,18.1
345,checkout-service,1885.7,773,18.12
348,checkout-service,1940.9,846,18.09
351,checkout-service,1945.8,839,18.07
354,checkout-service,1907.7,828,18.03
357,checkout-service,1974.1,830,18.08
360,checkout-service,1867.6,777,18.14
0,billing-service,87.4,1117,0.59
3,billing-service,93.0,1074,0.37
6,billing-service,91.8,1160,0.45
9,billing-service,102.1,1236,0.55
12,billing-service,91.9,1073,0.52
15,billing-service,93.4,1095,0.51
18,billing-service,99.0,1209,0.45
21,billing-service,99.9,1127,0.48
24,billing-service,87.0,1186,0.4
27,billing-service,93.6,1162,0.46
30,billing-service,95.8,1123,0.51
33,billing-service,95.9,1079,0.52
36,billing-service,96.9,1200,0.42
39,billing-service,91.2,1232,0.52
42,billing-service,88.2,1109,0.53
45,billing-service,89.8,1107,0.55
48,billing-service,94.1,1100,0.58
51,billing-service,86.6,1103,0.42
54,billing-service,99.0,1117,0.49
57,billing-service,93.8,1138,0.56
60,billing-service,91.9,1080,0.51
63,billing-service,87.9,1175,0.52
66,billing-service,91.8,1179,0.5
69,billing-service,103.1,1225,0.51
72,billing-service,89.5,1072,0.51
75,billing-service,103.9,1215,0.58
78,billing-service,87.0,1157,0.5
81,billing-service,97.0,1184,0.45
84,billing-service,93.9,1124,0.49
87,billing-service,60.8,1041,0.47
90,billing-service,206.1,1003,0.62
93,billing-service,131.8,1321,0.63
96,billing-service,138.9,1133,0.76
99,billing-service,133.7,1114,0.73
102,billing-service,216.8,1170,0.91
105,billing-service,122.1,1114,1.13
108,billing-service,216.6,1099,1.19
111,billing-service,242.8,1228,1.37
114,billing-service,357.4,1109,1.59
117,billing-service,237.2,1108,1.76
120,billing-service,288.8,1186,2.08
123,billing-service,289.5,1129,2.22
126,billing-service,298.3,1031,2.54
129,billing-service,316.5,1130,2.88
132,billing-service,277.0,1099,3.16
135,billing-service,373.9,980,3.5
138,billing-service,332.7,1132,3.75
141,billing-service,367.6,1056,3.9
144,billing-service,416.3,1047,4.4
147,billing-service,426.6,970,4.76
150,billing-service,458.1,988,5.05
153,billing-service,497.3,995,5.58
156,billing-service,512.0,951,5.92
159,billing-service,575.2,1052,6.28
162,billing-service,592.6,1030,6.67
165,billing-service,574.0,989,7.19
168,billing-service,668.8,1046,7.58
171,billing-service,651.7,896,8.11
174,billing-service,683.5,980,8.69
177,billing-service,691.3,1030,9.14
180,billing-service,757.8,1003,9.55
183,billing-service,688.5,1015,10.01
186,billing-service,783.2,1055,10.73
189,billing-service,844.5,1064,11.18
192,billing-service,874.5,931,11.71
195,billing-service,810.8,888,12.24
198,billing-service,903.3,902,12.92
201,billing-service,834.5,878,13.47
204,billing-service,889.1,997,14.17
207,billing-service,991.6,834,14.73
210,billing-service,992.7,1034,15.37
213,billing-service,934.7,782,16.03
216,billing-service,1033.0,889,16.66
219,billing-service,1052.0,897,17.22
222,billing-service,1062.5,892,18.03
225,billing-service,1119.5,785,18.48
228,billing-service,1142.0,890,18.52
231,billing-service,1154.7,860,18.53
234,billing-service,1153.2,946,18.48
237,billing-service,1058.2,809,18.44
240,billing-service,1217.8,926,18.56
243,billing-service,1118.8,989,18.48
246,billing-service,1113.2,735,18.53
249,billing-service,1059.9,858,18.55
252,billing-service,1110.9,853,18.53
255,billing-service,1192.2,829,18.53
258,billing-service,1203.2,862,18.56
261,billing-service,1140.2,840,18.48
264,billing-service,1145.9,873,18.47
267,billing-service,1060.5,862,18.48
270,billing-service,1180.8,868,18.56
273,billing-service,1134.5,782,18.41
276,billing-service,1114.4,829,18.4
279,billing-service,1116.7,931,18.48
282,billing-service,1172.2,888,18.42
285,billing-service,1146.4,970,18.48
288,billing-service,1147.1,918,18.48
291,billing-service,1103.1,769,18.41
294,billing-service,1184.3,891,18.5
297,billing-service,1158.0,846,18.48
300,billing-service,1164.2,900,18.57
303,billing-service,1114.9,853,18.52
306,billing-service,1086.0,892,18.53
309,billing-service,1085.9,847,18.5
312,billing-service,1133.1,761,18.48
315,billing-service,1177.4,887,18.51
318,billing-service,1134.9,945,18.56
321,billing-service,1100.5,817,18.41
324,billing-service,1200.8,882,18.5
327,billing-service,1204.9,741,18.52
330,billing-service,1176.5,892,18.53
333,billing-service,1164.5,885,18.45
336,billing-service,1205.3,879,18.48
339,billing-service,1139.0,887,18.59
342,billing-service,1175.9,955,18.49
345,billing-service,1252.7,840,18.49
348,billing-service,1083.2,875,18.44
351,billing-service,1166.3,906,18.54
354,billing-service,1090.3,746,18.55
357,billing-service,1155.6,914,18.45
360,billing-service,1139.9,861,18.5
0,notifications-service,85.9,994,0.49
3,notifications-service,76.8,987,0.37
6,notifications-service,78.8,927,0.41
9,notifications-service,75.5,861,0.51
12,notifications-service,79.0,949,0.47
15,notifications-service,85.1,1022,0.43
18,notifications-service,80.9,914,0.49
21,notifications-service,80.1,1001,0.49
24,notifications-service,83.8,983,0.45
27,notifications-service,74.0,973,0.53
30,notifications-service,77.9,925,0.48
33,notifications-service,88.0,908,0.33
36,notifications-service,77.0,962,0.44
39,notifications-service,78.8,933,0.42
42,notifications-service,76.0,975,0.48
45,notifications-service,72.4,1033,0.47
48,notifications-service,82.7,944,0.46
51,notifications-service,74.6,1033,0.52
54,notifications-service,78.9,894,0.43
57,notifications-service,82.8,939,0.41
60,notifications-service,80.8,916,0.52
63,notifications-service,84.5,989,0.41
66,notifications-service,81.0,1011,0.34
69,notifications-service,81.0,1025,0.54
72,notifications-service,75.4,971,0.5
75,notifications-service,85.8,869,0.35
78,notifications-service,80.7,981,0.44
81,notifications-service,78.4,1019,0.52
84,notifications-service,77.2,965,0.39
87,notifications-service,88.3,890,0.4
90,notifications-service,75.7,907,0.51
93,notifications-service,91.1,970,0.43
96,notifications-service,54.7,1022,0.45
99,notifications-service,63.4,947,0.39
102,notifications-service,117.0,866,0.46
105,notifications-service,83.2,948,0.58
108,notifications-service,103.1,869,0.68
111,notifications-service,125.2,862,0.78
114,notifications-service,91.3,948,0.96
117,notifications-service,141.8,965,1.03
120,notifications-service,182.2,983,1.23
123,notifications-service,195.1,983,1.32
126,notifications-service,173.0,943,1.47
129,notifications-service,198.5,889,1.83
132,notifications-service,133.3,1013,2.06
135,notifications-service,205.5,884,2.27
138,notifications-service,204.5,936,2.43
141,notifications-service,265.9,907,2.77
144,notifications-service,229.9,922,3.06
147,notifications-service,281.7,879,3.4
150,notifications-service,261.7,886,3.66
153,notifications-service,283.2,931,4.06
156,notifications-service,287.8,916,4.36
159,notifications-service,290.1,856,4.76
162,notifications-service,303.8,915,5.12
165,notifications-service,342.0,923,5.54
168,notifications-service,322.9,846,5.96
171,notifications-service,308.1,899,6.19
174,notifications-service,430.0,833,6.74
177,notifications-service,398.5,868,7.17
180,notifications-service,475.4,743,7.63
183,notifications-service,433.4,800,8.23
186,notifications-service,456.8,799,8.62
189,notifications-service,458.4,912,9.11
192,notifications-service,577.5,786,9.54
195,notifications-service,552.6,780,10.16
198,notifications-service,476.5,765,10.65
201,notifications-service,602.9,815,11.21
204,notifications-service,570.7,793,11.72
207,notifications-service,619.1,839,12.4
210,notifications-service,587.9,868,12.87
213,notifications-service,587.4,791,13.52
216,notifications-service,664.9,790,14.12
219,notifications-service,713.7,798,14.72
222,notifications-service,717.2,723,15.34
225,notifications-service,779.0,697,16.02
228,notifications-service,766.6,735,16.65
231,notifications-service,669.6,693,17.38
234,notifications-service,778.1,849,17.95
237,notifications-service,781.4,622,18.41
240,notifications-service,802.1,706,18.34
243,notifications-service,826.4,701,18.5
246,notifications-service,765.6,731,18.46
249,notifications-service,755.2,738,18.56
252,notifications-service,798.2,667,18.44
255,notifications-service,778.9,687,18.45
258,notifications-service,828.4,816,18.41
261,notifications-service,803.8,746,18.41
264,notifications-service,807.6,640,18.56
267,notifications-service,783.6,711,18.4
270,notifications-service,797.8,697,18.54
273,notifications-service,790.6,739,18.43
276,notifications-service,783.0,732,18.5
279,notifications-service,732.5,829,18.5
282,notifications-service,778.2,629,18.51
285,notifications-service,807.2,698,18.37
288,notifications-service,809.2,673,18.49
291,notifications-service,816.0,739,18.41
294,notifications-service,773.9,721,18.45
297,notifications-service,869.7,745,18.4
300,notifications-service,730.9,670,18.48
303,notifications-service,768.5,746,18.48
306,notifications-service,793.1,716,18.38
309,notifications-service,757.4,680,18.41
312,notifications-service,775.9,656,18.44
315,notifications-service,777.8,757,18.46
318,notifications-service,781.8,738,18.48
321,notifications-service,816.3,694,18.48
324,notifications-service,766.9,637,18.44
327,notifications-service,805.5,719,18.39
330,notifications-service,755.4,702,18.41
333,notifications-service,744.4,770,18.49
336,notifications-service,787.5,672,18.44
339,notifications-service,790.1,737,18.44
342,notifications-service,812.2,757,18.55
345,notifications-service,745.8,660,18.44
348,notifications-service,767.3,758,18.49
351,notifications-service,826.7,767,18.42
354,notifications-service,817.9,759,18.35
357,notifications-service,754.1,677,18.51
